bad_verdicts_list,dt,publication_title_name,topics_verdicts_list,shows,ent,persons,organizations,locations,country
[],2025-10-19T21:01:00Z,Семейный расчет: кто может получить единое пособие на детей и беременных,[],10544,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Желтуха', 'Политика']",2025-10-19T21:01:00Z,Заверяю вам: люди массово лишаются жилья из-за обмана аферистами пенсионеров,[],90877,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-19T21:00:00Z,За чем следить инвестору на этой неделе,['Экономика'],42456,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-11T12:00:00Z,"Куда пойти в Омске 12, 13 и 14 сентября",['Путешествия'],47643,"{'persons': [], 'organizations': [], 'locations': ['омск']}",[],[],['омск'],[]
[],2025-10-28T05:06:00Z,«Ростех»: самолет МС-21 оборудован отечественными радиоэлектронными системами,[],93243,"{'persons': [], 'organizations': ['Ростех'], 'locations': []}",[],['Ростех'],[],[]
[],2025-10-28T05:03:00Z,"Исследование показало, какие критерии важны россиянам при выборе работы",[],41857,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
"['Желтуха', 'Политика', 'Конфликт']",2025-10-28T05:01:00Z,«Грокипедия» Маска не укрывает информацию о военных преступлениях ВСУ,['Политический конфликт'],66785,"{'persons': ['Маска'], 'organizations': ['ВСУ'], 'locations': []}",['Маска'],['ВСУ'],[],[]
['Политика'],2025-10-01T12:27:27Z,Россия сохранила статус крупнейшего поставщика уранового топлива в США – Кирилл Дмитриев,['Политика'],21228,"{'persons': ['Кирилл Дмитриев'], 'organizations': [], 'locations': ['россия', 'сша']}",['Кирилл Дмитриев'],[],"['россия', 'сша']","['USA', 'RUS']"
[],2025-09-14T10:05:02Z,"К полудню на выборах в Татарстане проголосовало 34,5% граждан",[],9184,"{'persons': [], 'organizations': [], 'locations': ['татарстан']}",[],[],['татарстан'],[]
['Политика'],2025-09-09T21:45:29Z,Во Франции ожидаются массовые акции протеста,['Политика'],46149,"{'persons': [], 'organizations': [], 'locations': ['франция']}",[],[],['франция'],['FRA']
['Трагическое'],2025-10-23T08:54:39Z,Спасатели не прекращают поиски семьи Усольцевых,[],41481,"{'persons': ['Усольцевых'], 'organizations': [], 'locations': []}",['Усольцевых'],[],[],[]
['Политика'],2025-09-16T15:33:00Z,Путин проследил за ходом учений «Запад-2025» на полигоне «Мулино»,['Политика'],32231,"{'persons': [], 'organizations': [], 'locations': ['мулино']}",[],[],['мулино'],[]
"['Насилие', 'Желтуха']",2025-10-06T14:43:41Z,"Живодер, избивший собаку-инвалида, объяснил свой поступок",[],55451,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-10-31T13:28:50Z,Глава Белоярского района ХМАО Маненков переизбран еще на пять лет,[],48284,"{'persons': ['Маненков'], 'organizations': [], 'locations': ['хмао', 'белоярский район']}",['Маненков'],[],"['хмао', 'белоярский район']",[]
['Политика'],2025-10-31T13:27:28Z,"Российский уголь, который покупает Китай, взлетел в цене",['Экономика'],86345,"{'persons': [], 'organizations': [], 'locations': ['китай']}",[],[],['китай'],['CHN']
"['Желтуха', 'Конфликт']",2025-09-02T08:15:15Z,"Боец СВО из РТ смог сыграть на баяне после тяжелейшего ранения, повредившего мозг",[],58306,"{'persons': [], 'organizations': [], 'locations': ['рт']}",[],[],['рт'],[]
[],2025-09-02T14:48:00Z,Тур огненных эмоций. Сине-бело-голубые одержали победу над «Пари НН»,['Спорт'],22877,"{'persons': [], 'organizations': ['Пари НН'], 'locations': []}",[],['Пари НН'],[],[]
"['Трагическое', 'Политика', 'Конфликт']",2025-09-07T04:28:22Z,Нанесён один из самых массированных ударов дронами и ракетами по ВПК Украины,['Политический конфликт'],12955,"{'persons': [], 'organizations': ['ВПК'], 'locations': ['украина']}",[],['ВПК'],['украина'],['UKR']
[],2025-09-25T09:56:07Z,Заокеанские мошенники подделали сайт ФБР для борьбы с киберпреступлениями,[],12210,"{'persons': [], 'organizations': ['ФБР'], 'locations': []}",[],['ФБР'],[],[]
['Желтуха'],2025-10-15T16:52:51Z,Петербуржец получил штраф из-за ложного кредита на интим-услуги,[],92792,"{'persons': [], 'organizations': [], 'locations': []}",[],[],[],[]
[],2025-09-28T11:44:42Z,8 машин попали в ДТП с автобусом в Нижнем Новгороде,[],72193,"{'persons': [], 'organizations': [], 'locations': ['нижний новгород']}",[],[],['нижний новгород'],[]
['Трагическое'],2025-10-18T14:35:36Z,В Крыму на 78-м году жизни умер бывший глава парламента Леонид Грач,[],3037,"{'persons': ['Леонид Грач'], 'organizations': [], 'locations': ['крым']}",['Леонид Грач'],[],['крым'],[]
['Политика'],2025-09-03T13:49:29Z,"Путин: Россия и Китай нашли консенсус по ""Силе Сибири-2""",['Политика'],21109,"{'persons': [], 'organizations': [], 'locations': ['китай', 'россия']}",[],[],"['китай', 'россия']","['CHN', 'RUS']"
[],2025-09-30T09:54:28Z,Бастрыкин велел завести дело по факту работы нелегального приюта для собак в Челябинске,[],98316,"{'persons': ['Бастрыкин'], 'organizations': [], 'locations': ['челябинск']}",['Бастрыкин'],[],['челябинск'],[]
['Желтуха'],2025-09-10T05:53:00Z,Александру Збруеву стало плохо перед юбилейным спектаклем: выступление пришлось отменить,[],30369,"{'persons': ['Александр Збруев'], 'organizations': [], 'locations': []}",['Александр Збруев'],[],[],[]
